,words,frequency,ngram
0,하,206422,1
1,이,177701,1
2,고,133476,1
3,요,130384,1
4,다,127336,1
5,가,122844,1
6,는,118184,1
7,니,100299,1
8,있,95399,1
9,에,92505,1
10,니다,90878,2
11,서,86746,1
12,을,86431,1
13,어,85929,1
14,인,82360,1
15,보,82073,1
16,시,73667,1
17,도,73521,1
18,로,73460,1
19,세,71541,1
20,한,69041,1
21,사,68510,1
22,원,65079,1
23,공,59224,1
24,정,57787,1
25,수,57459,1
26,안,55959,1
27,게,55896,1
28,만,54835,1
29,기,53330,1
30,지,53074,1
31,리,52641,1
32,아,52576,1
33,장,52186,1
34,드,51913,1
35,세요,51206,2
36,들,50082,1
37,은,49615,1
38,를,49206,1
39,스,47806,1
40,자,47080,1
41,해,45519,1
42,면,42904,1
43,의,42834,1
44,분,40726,1
45,전,40542,1
46,으,39892,1
47,하세,39786,2
48,하세요,39786,3
49,비,39661,1
50,여,39301,1
51,부,38701,1
52,회,37610,1
53,하는,36356,2
54,일,36288,1
55,크,35014,1
56,입,34581,1
57,마,34460,1
58,저,33837,1
59,무,32730,1
60,에서,32634,2
61,업,32632,1
62,트,32589,1
63,합,31583,1
64,정보,31367,2
65,국,31335,1
66,유,30663,1
67,품,30083,1
68,제,29801,1
69,능,29376,1
70,나,29037,1
71,문,28823,1
72,합니,28360,2
73,합니다,28360,3
74,되,28226,1
75,있어,27950,2
76,녕,27725,1
77,안녕,27725,2
78,녕하,27725,2
79,안녕하,27725,3
80,녕하세,27725,3
81,안녕하세,27725,4
82,녕하세요,27725,4
83,안녕하세요,27725,5
84,주,26975,1
85,급,26899,1
86,하고,26677,2
87,님,26198,1
88,확,25624,1
89,회원,25615,2
90,려,25128,1
91,생,25045,1
92,료,24706,1
93,굴,24650,1
94,굴비,24650,2
95,금,24348,1
96,데,23995,1
97,거,23442,1
98,좋,23318,1
99,바,23036,1
100,러,22851,1
101,마스,22050,2
102,스크,21885,2
103,실,21806,1
104,방,21514,1
105,마스크,21481,3
106,위,21378,1
107,카,20952,1
108,익,20414,1
109,수익,20414,2
110,가능,20127,2
111,없,19983,1
112,대,19784,1
113,찜,19683,1
114,공유,19536,2
115,힘,19469,1
116,식,19271,1
117,하시,18929,2
118,많,18822,1
119,신,18812,1
120,학,18678,1
121,알,18649,1
122,때,18627,1
123,습,18492,1
124,페,18321,1
125,모,18203,1
126,직,18193,1
127,여러,17727,2
128,죠,17712,1
129,네,17538,1
130,조,17351,1
131,용,17346,1
132,러분,17337,2
133,여러분,17337,3
134,습니,17286,2
135,까,17276,1
136,으로,17275,2
137,습니다,17107,3
138,네요,16954,2
139,립,16605,1
140,있는,16388,2
141,증,16257,1
142,적,16153,1
143,라,16131,1
144,무료,16108,2
145,질,15841,1
146,확인,15839,2
147,카페,15596,2
148,내,15560,1
149,단,15487,1
150,먹,15283,1
151,드립,14971,2
152,립니,14971,2
153,드립니,14971,3
154,립니다,14971,3
155,드립니다,14971,4
156,만원,14968,2
157,소,14864,1
158,는데,14607,2
159,돈,14593,1
160,산,14525,1
161,름,14516,1
162,할,14483,1
163,개,14307,1
164,어서,14299,2
165,님들,14188,2
166,당,14025,1
167,맛,13903,1
168,공급,13715,2
169,구,13673,1
170,재,13643,1
171,새,13473,1
172,입니,13436,2
173,입니다,13436,3
174,출,13350,1
175,받,13187,1
176,상,13086,1
177,성,13069,1
178,페회,12719,2
179,카페회,12719,3
180,페회원,12719,3
181,카페회원,12719,4
182,최,12698,1
183,있어서,12695,3
184,운,12658,1
185,든,12623,1
186,된,12616,1
187,연,12547,1
188,각,12471,1
189,키,12454,1
190,반,12444,1
191,같,12364,1
192,만장,12330,2
193,오,12267,1
194,물,12264,1
195,일반,12259,2
196,때문,12197,2
197,동,12081,1
198,히,12077,1
199,과,12004,1
200,돌,11944,1
201,하기,11744,2
202,하는데,11499,3
203,많이,11479,2
204,즘,11419,1
205,요즘,11419,2
206,하면,11380,2
207,발,11331,1
208,있습,11293,2
209,있습니,11293,3
210,있습니다,11293,4
211,미,11287,1
212,님이,11140,2
213,황,11049,1
214,매,11035,1
215,후,10707,1
216,길,10637,1
217,문에,10548,2
218,때문에,10548,3
219,잘,10521,1
220,경,10427,1
221,는게,10321,2
222,레,10297,1
223,치,10222,1
224,을까,10190,2
225,냄,10122,1
226,냄새,10122,2
227,하는게,10121,3
228,더,10084,1
229,플,10072,1
230,워,9999,1
231,영,9988,1
232,보세,9969,2
233,보세요,9969,3
234,직장,9955,2
235,취,9952,1
236,해보,9945,2
237,중,9944,1
238,유합,9938,2
239,공유합,9938,3
240,유합니,9938,3
241,공유합니,9938,4
242,유합니다,9938,4
243,공유합니다,9938,5
244,여름,9934,2
245,부모,9934,2
246,모님,9934,2
247,비는,9934,2
248,조리,9934,2
249,찜굴,9934,2
250,먹을,9934,2
251,부모님,9934,3
252,모님이,9934,3
253,굴비는,9934,3
254,찜굴비,9934,3
255,부모님이,9934,4
256,핑,9922,1
257,스트,9908,2
258,국내,9846,2
259,황금,9749,2
260,금찜,9749,2
261,찜보,9749,2
262,보리,9749,2
263,리굴,9749,2
264,황금찜,9749,3
265,금찜보,9749,3
266,찜보리,9749,3
267,보리굴,9749,3
268,리굴비,9749,3
269,황금찜보,9749,4
270,금찜보리,9749,4
271,찜보리굴,9749,4
272,보리굴비,9749,4
273,황금찜보리,9749,5
274,금찜보리굴,9749,5
275,찜보리굴비,9749,5
276,장인,9740,2
277,직장인,9740,3
278,선,9516,1
279,바이,9476,2
280,제품,9341,2
281,웹,9309,1
282,웹서,9309,2
283,서핑,9309,2
284,웹서핑,9309,3
285,이어,9290,2
286,막,9285,1
287,외,9274,1
288,이트,9257,2
289,능하,9257,2
290,가능하,9257,3
291,좋은,9246,2
292,들이,9215,2
293,답,9197,1
294,답니,9197,2
295,답니다,9197,3
296,급가,9172,2
297,공급가,9172,3
298,트레,9109,2
299,며,9062,1
300,키워,9045,2
301,워드,9045,2
302,키워드,9045,3
303,사이,9026,2
304,인해,8996,2
305,디,8974,1
306,고일,8935,2
307,것,8892,1
308,의사,8871,2
309,분들,8858,2
310,제가,8849,2
311,찾,8816,1
312,확인해,8770,3
313,인해보,8770,3
314,확인해보,8770,4
315,보가,8669,2
316,정보가,8669,3
317,언,8558,1
318,득,8554,1
319,학위,8526,2
320,코,8498,1
321,하다,8442,2
322,취득,8368,2
323,는분,8341,2
324,코로,8293,2
325,로나,8293,2
326,코로나,8293,3
327,시죠,8258,2
328,서도,8256,2
329,에서도,8256,3
330,힘들,8236,2
331,같아,8178,2
332,레스,8174,2
333,스트레,8174,3
334,트레스,8174,3
335,스트레스,8174,4
336,래,8158,1
337,하게,8146,2
338,품질,8128,2
339,등,8074,1
340,투,7951,1
341,열,7938,1
342,인증,7938,2
343,량,7936,1
344,출고,7936,2
345,해보세,7888,3
346,해보세요,7888,4
347,사이트,7864,3
348,없는,7827,2
349,년,7819,1
350,공산,7723,2
351,산품,7723,2
352,공산품,7723,3
353,바이어,7702,3
354,해외,7653,2
355,청,7617,1
356,우,7612,1
357,따,7583,1
358,어디,7582,2
359,인해보세,7513,4
360,확인해보세,7513,5
361,인해보세요,7513,5
362,장당,7510,2
363,임,7437,1
364,그,7417,1
365,참,7415,1
366,벌,7393,1
367,송,7389,1
368,사용,7317,2
369,남,7197,1
370,진,7191,1
371,거나,7190,2
372,바로,7172,2
373,으면,7164,2
374,귀,7146,1
375,있네,7137,2
376,있네요,7137,3
377,원님,7127,2
378,회원님,7127,3
379,원님들,7127,3
380,회원님들,7127,4
381,되어,7095,2
382,른,7077,1
383,활,7071,1
384,아요,7020,2
385,움,7019,1
386,소개,7016,2
387,자세,6996,2
388,있으,6949,2
389,부업,6917,2
390,드리,6878,2
391,알게,6864,2
392,와,6827,1
393,핑을,6801,2
394,서핑을,6801,3
395,웹서핑을,6801,4
396,도움,6788,2
397,같아요,6785,3
398,프,6783,1
399,려고,6780,2
400,좋아,6778,2
401,추,6735,1
402,방송,6733,2
403,방에,6700,2
404,힘든,6679,2
405,알려,6571,2
406,양,6550,1
407,찾아,6525,2
408,인데,6509,2
409,험,6491,1
410,명,6483,1
411,구요,6477,2
412,화,6472,1
413,테,6416,1
414,너,6392,1
415,아래,6387,2
416,로도,6364,2
417,월,6361,1
418,선물,6359,2
419,설,6331,1
420,리고,6320,2
421,에게,6307,2
422,웃,6303,1
423,해서,6275,2
424,시고,6270,2
425,창,6233,1
426,감,6230,1
427,기에,6227,2
428,법,6204,1
429,록,6187,1
430,렌,6173,1
431,야,6173,1
432,좋을,6173,2
433,서는,6173,2
434,에서는,6173,3
435,시장,6110,2
436,인하,6099,2
437,확인하,6099,3
438,식에,6098,2
439,게된,6062,2
440,알게된,6062,3
441,창업,6027,2
442,너무,5982,2
443,보를,5981,2
444,려드,5955,2
445,알려드,5955,3
446,정보를,5945,3
447,되는,5925,2
448,시기,5878,2
449,생각,5860,2
450,한의,5834,2
451,최고,5819,2
452,학생,5803,2
453,곳,5796,1
454,리하,5792,2
455,저하,5789,2
456,루,5782,1
457,영업,5774,2
458,받으,5724,2
459,것이,5718,2
460,세한,5706,2
461,자세한,5706,3
462,참고,5698,2
463,업도,5684,2
464,벤,5662,1
465,이벤,5662,2
466,벤트,5662,2
467,이벤트,5662,3
468,사업,5646,2
469,않,5641,1
470,경기,5599,2
471,퇴,5549,1
472,퇴직,5549,2
473,직후,5549,2
474,퇴직후,5549,3
475,자영,5548,2
476,자영업,5548,3
477,려드리,5548,3
478,알려드리,5548,4
479,면서,5537,2
480,고하,5511,2
481,참고하,5511,3
482,들어,5488,2
483,재미,5486,2
484,보장,5431,2
485,까요,5415,2
486,팅,5415,1
487,등록,5402,2
488,렴,5393,1
489,저렴,5393,2
490,한방,5383,2
491,셔,5378,1
492,템,5375,1
493,랫,5370,1
494,줘,5363,1
495,입금,5362,2
496,복,5358,1
497,각하,5357,2
498,다고,5354,2
499,린,5344,1
500,인은,5339,2
501,별,5336,1
502,계,5335,1
503,전문,5315,2
504,가입,5302,2
505,항,5293,1
506,클,5283,1
507,생각하,5251,3
508,폰,5228,1
509,다면,5209,2
510,한정,5197,2
511,일거,5197,2
512,낸,5193,1
513,하셔,5193,2
514,있더,5193,2
515,있을,5190,2
516,문이,5175,2
517,폼,5170,1
518,플랫,5170,2
519,랫폼,5170,2
520,플랫폼,5170,3
521,돌아,5167,2
522,줘야,5165,2
523,트에,5159,2
524,트에서,5159,3
525,엇,5158,1
526,무엇,5158,2
527,정도,5158,2
528,사를,5154,2
529,고급,5154,2
530,물로,5153,2
531,선물로,5153,3
532,하지,5140,2
533,으시,5139,2
534,체,5119,1
535,사항,5101,2
536,항은,5101,2
537,사항은,5101,3
538,문가,5100,2
539,전문가,5100,3
540,말,5100,1
541,가들,5081,2
542,유하,5061,2
543,분들이,5059,3
544,픈,5028,1
545,오픈,5028,2
546,볼,5008,1
547,터,5007,1
548,하시고,4998,3
549,못,4996,1
550,군,4969,1
551,더군,4969,2
552,군요,4969,2
553,더군요,4969,3
554,찮,4968,1
555,귀찮,4968,2
556,시네,4968,2
557,하시네,4968,3
558,시네요,4968,3
559,인하기,4968,3
560,하시네요,4968,4
561,확인하기,4968,4
562,떤,4967,1
563,밥,4967,1
564,책,4967,1
565,이웃,4967,2
566,웃님,4967,2
567,입맛,4967,2
568,아오,4967,2
569,오게,4967,2
570,어떤,4967,2
571,떤게,4967,2
572,연세,4967,2
573,세가,4967,2
574,으신,4967,2
575,식사,4967,2
576,잘못,4967,2
577,못하,4967,2
578,엇이,4967,2
579,아낸,4967,2
580,낸것,4967,2
581,찮거,4967,2
582,비린,4967,2
583,린냄,4967,2
584,새때,4967,2
585,안드,4967,2
586,드실,4967,2
587,실려,4967,2
588,새가,4967,2
589,없고,4967,2
590,리가,4967,2
591,다되,4967,2
592,전자,4967,2
593,자렌,4967,2
594,렌지,4967,2
595,지에,4967,2
596,분만,4967,2
597,돌리,4967,2
598,리면,4967,2
599,급한,4967,2
600,정식,4967,2
601,먹으,4967,2
602,한마,4967,2
603,마리,4967,2
604,리당,4967,2
605,도는,4967,2
606,렴하,4967,2
607,밥맛,4967,2
608,맛을,4967,2
609,책임,4967,2
610,임질,4967,2
611,이웃님,4967,3
612,웃님들,4967,3
613,돌아오,4967,3
614,아오게,4967,3
615,어떤게,4967,3
616,있을까,4967,3
617,을까요,4967,3
618,연세가,4967,3
619,있으신,4967,3
620,식사를,4967,3
621,잘못하,4967,3
622,못하셔,4967,3
623,무엇이,4967,3
624,좋을까,4967,3
625,찾아낸,4967,3
626,아낸것,4967,3
627,낸것이,4967,3
628,조리하,4967,3
629,리하는,4967,3
630,귀찮거,4967,3
631,찮거나,4967,3
632,비린냄,4967,3
633,린냄새,4967,3
634,냄새때,4967,3
635,새때문,4967,3
636,안드실,4967,3
637,드실려,4967,3
638,실려고,4967,3
639,냄새가,4967,3
640,조리가,4967,3
641,다되어,4967,3
642,전자렌,4967,3
643,자렌지,4967,3
644,렌지에,4967,3
645,돌리면,4967,3
646,있더군,4967,3
647,고급한,4967,3
648,급한정,4967,3
649,한정식,4967,3
650,정식에,4967,3
651,식에서,4967,3
652,먹으면,4967,3
653,한마리,4967,3
654,마리당,4967,3
655,정도는,4967,3
656,이트에,4967,3
657,저렴하,4967,3
658,렴하게,4967,3
659,밥맛을,4967,3
660,책임질,4967,3
661,물로도,4967,3
662,최고일,4967,3
663,고일거,4967,3
664,이웃님들,4967,4
665,돌아오게,4967,4
666,있을까요,4967,4
667,잘못하셔,4967,4
668,찾아낸것,4967,4
669,아낸것이,4967,4
670,조리하는,4967,4
671,리하는게,4967,4
672,귀찮거나,4967,4
673,비린냄새,4967,4
674,린냄새때,4967,4
675,냄새때문,4967,4
676,새때문에,4967,4
677,안드실려,4967,4
678,드실려고,4967,4
679,찜굴비는,4967,4
680,전자렌지,4967,4
681,자렌지에,4967,4
682,있더군요,4967,4
683,고급한정,4967,4
684,급한정식,4967,4
685,한정식에,4967,4
686,정식에서,4967,4
687,한마리당,4967,4
688,사이트에,4967,4
689,이트에서,4967,4
690,트에서는,4967,4
691,저렴하게,4967,4
692,선물로도,4967,4
693,최고일거,4967,4
694,찾아낸것이,4967,5
695,조리하는게,4967,5
696,비린냄새때,4967,5
697,린냄새때문,4967,5
698,냄새때문에,4967,5
699,안드실려고,4967,5
700,전자렌지에,4967,5
701,고급한정식,4967,5
702,급한정식에,4967,5
703,한정식에서,4967,5
704,사이트에서,4967,5
705,이트에서는,4967,5
706,적용,4934,2
707,안들,4904,2
708,한의사,4902,3
709,고하세,4894,3
710,참고하세,4894,4
711,고하세요,4894,4
712,참고하세요,4894,5
713,되고,4871,2
714,초,4843,1
715,믿,4828,1
716,자를,4819,2
717,보하,4802,2
718,보하고,4802,3
719,정적,4767,2
720,고자,4756,2
721,성공,4755,2
722,별도,4742,2
723,는분들,4723,3
724,확실,4716,2
725,실한,4716,2
726,확실한,4716,3
727,적인,4715,2
728,저도,4698,2
729,쉐,4698,1
730,쉐어,4698,2
731,까지,4687,2
732,전국,4681,2
733,글,4665,1
734,럽,4652,1
735,하죠,4634,2
736,생산,4607,2
737,성능,4607,2
738,날,4600,1
739,행,4598,1
740,주시,4589,2
741,록하,4582,2
742,등록하,4582,3
743,손,4581,1
744,래를,4580,2
745,아래를,4580,3
746,투자,4577,2
747,있구,4575,2
748,있구요,4575,3
749,미국,4568,2
750,테크,4565,2
751,준,4548,1
752,렇,4547,1
753,이렇,4547,2
754,렇게,4547,2
755,이렇게,4547,3
756,안정,4537,2
757,안정적,4537,3
758,우연,4534,2
759,기가,4527,2
760,경기가,4526,3
761,완,4521,1
762,렵,4511,1
763,어렵,4510,2
764,개해,4495,2
765,소개해,4495,3
766,젠,4489,1
767,이젠,4489,2
768,점,4483,1
769,사회,4478,2
770,링,4423,1
771,이죠,4418,2
772,희,4413,1
773,기능,4411,2
774,들은,4408,2
775,이로,4401,2
776,요청,4394,2
777,공유하,4382,3
778,운동,4373,2
779,재테,4370,2
780,재테크,4370,3
781,힘드,4368,2
782,채,4368,1
783,연히,4366,2
784,우연히,4366,3
785,위해,4360,2
786,설명,4350,2
787,있답,4347,2
788,있답니,4347,3
789,있답니다,4347,4
790,용된,4347,2
791,적용된,4347,3
792,드시,4343,2
793,세월,4343,2
794,앞,4342,1
795,월을,4342,2
796,앞이,4342,2
797,막막,4342,2
798,막하,4342,2
799,기도,4342,2
800,렵고,4342,2
801,든시,4342,2
802,길이,4342,2
803,의료,4342,2
804,세월을,4342,3
805,각하면,4342,3
806,막막하,4342,3
807,막하기,4342,3
808,하기도,4342,3
809,어렵고,4342,3
810,힘든시,4342,3
811,든시기,4342,3
812,시기에,4342,3
813,정적인,4342,3
814,드리고,4342,3
815,리고자,4342,3
816,생각하면,4342,4
817,막막하기,4342,4
818,막하기도,4342,4
819,힘든시기,4342,4
820,든시기에,4342,4
821,안정적인,4342,4
822,려드리고,4342,4
823,드리고자,4342,4
824,막막하기도,4342,5
825,힘든시기에,4342,5
826,알려드리고,4342,5
827,려드리고자,4342,5
828,충,4341,1
829,넘,4301,1
830,음,4293,1
831,끈,4279,1
832,클럽,4279,2
833,미있,4279,2
834,재미있,4279,3
835,있다,4264,2
836,보공,4231,2
837,정보공,4231,3
838,보공유,4231,3
839,정보공유,4231,4
840,링크,4223,2
841,희소,4187,2
842,소식,4187,2
843,희소식,4187,3
844,국가,4185,2
845,일부,4181,2
846,주문,4181,2
847,공장,4181,2
848,능을,4181,2
849,픈채,4181,2
850,채팅,4181,2
851,팅방,4181,2
852,오픈채,4181,3
853,픈채팅,4181,3
854,채팅방,4181,3
855,오픈채팅,4181,4
856,픈채팅방,4181,4
857,오픈채팅방,4181,5
858,간,4178,1
859,식이,4173,2
860,따른,4167,2
861,율,4161,1
862,듯,4160,1
863,발주,4160,2
864,힘드시,4158,3
865,드시죠,4158,3
866,힘드시죠,4158,4
867,이힘,4157,2
868,들고,4157,2
869,생도,4157,2
870,회인,4157,2
871,인도,4157,2
872,하답,4157,2
873,많이힘,4157,3
874,이힘드,4157,3
875,영업도,4157,3
876,힘들고,4157,3
877,장인은,4157,3
878,학생도,4157,3
879,능하고,4157,3
880,사회인,4157,3
881,회인도,4157,3
882,능하답,4157,3
883,하답니,4157,3
884,많이힘드,4157,4
885,이힘드시,4157,4
886,자영업도,4157,4
887,직장인은,4157,4
888,가능하고,4157,4
889,사회인도,4157,4
890,가능하답,4157,4
891,능하답니,4157,4
892,하답니다,4157,4
893,많이힘드시,4157,5
894,이힘드시죠,4157,5
895,가능하답니,4157,5
896,능하답니다,4157,5
897,공하,4156,2
898,크게,4153,2
899,때까,4144,2
900,때까지,4144,3
901,약,4143,1
902,높,4137,1
903,대기,4136,2
904,기중,4136,2
905,대기중,4136,3
906,한방에,4101,3
907,풀,4100,1
908,풀어,4100,2
909,곳인,4100,2
910,개인,4100,2
911,인방,4100,2
912,할때,4100,2
913,디에,4100,2
914,볼수,4100,2
915,받으시,4100,3
916,으시죠,4100,3
917,곳인데,4100,3
918,미있어,4100,3
919,개인방,4100,3
920,인방송,4100,3
921,할때까,4100,3
922,어디에,4100,3
923,디에서,4100,3
924,받으시죠,4100,4
925,재미있어,4100,4
926,미있어서,4100,4
927,개인방송,4100,4
928,할때까지,4100,4
929,어디에서,4100,4
930,디에서도,4100,4
931,재미있어서,4100,5
932,어디에서도,4100,5
933,버,4098,1
934,인플,4087,2
935,플루,4087,2
936,루언,4087,2
937,언서,4087,2
938,서가,4087,2
939,인플루,4087,3
940,플루언,4087,3
941,루언서,4087,3
942,언서가,4087,3
943,인플루언,4087,4
944,플루언서,4087,4
945,루언서가,4087,4
946,인플루언서,4087,5
947,플루언서가,4087,5
948,화끈,4074,2
949,보공유합,4001,4
950,정보공유합,4001,5
951,보공유합니,4001,5
952,안전,3999,2
953,전히,3985,2
954,않으,3981,2
955,랙,3969,1
956,틱,3969,1
957,철,3969,1
958,짝,3969,1
959,카이,3969,2
960,로프,3969,2
961,프랙,3969,2
962,랙틱,3969,2
963,치열,3969,2
964,열한,3969,2
965,료시,3969,2
966,장에,3969,2
967,지름,3969,2
968,름길,3969,2
969,길로,3969,2
970,급부,3969,2
971,부상,3969,2
972,위취,3969,2
973,증의,3969,2
974,철문,3969,2
975,활짝,3969,2
976,열려,3969,2
977,물리,3969,2
978,리치,3969,2
979,치료,3969,2
980,료사,3969,2
981,동요,3969,2
982,요법,3969,2
983,법사,3969,2
984,추나,3969,2
985,맛사,3969,2
986,사지,3969,2
987,가에,3969,2
988,내에,3969,2
989,국인,3969,2
990,위증,3969,2
991,증서,3969,2
992,서를,3969,2
993,득할,3969,2
994,카이로,3969,3
995,이로프,3969,3
996,로프랙,3969,3
997,프랙틱,3969,3
998,치열한,3969,3
999,의료시,3969,3
1000,료시장,3969,3
1001,시장에,3969,3
1002,장에서,3969,3
1003,성공하,3969,3
1004,공하는,3969,3
1005,지름길,3969,3
1006,름길로,3969,3
1007,급부상,3969,3
1008,학위취,3969,3
1009,위취득,3969,3
1010,인증의,3969,3
1011,철문이,3969,3
1012,물리치,3969,3
1013,리치료,3969,3
1014,치료사,3969,3
1015,운동요,3969,3
1016,동요법,3969,3
1017,요법사,3969,3
1018,맛사지,3969,3
1019,문가에,3969,3
1020,가에게,3969,3
1021,소식이,3969,3
1022,식이죠,3969,3
1023,국내에,3969,3
1024,내에서,3969,3
1025,미국인,3969,3
1026,국인증,3969,3
1027,학위증,3969,3
1028,위증서,3969,3
1029,증서를,3969,3
1030,취득할,3969,3
1031,카이로프,3969,4
1032,이로프랙,3969,4
1033,로프랙틱,3969,4
1034,의료시장,3969,4
1035,료시장에,3969,4
1036,시장에서,3969,4
1037,성공하는,3969,4
1038,지름길로,3969,4
1039,학위취득,3969,4
1040,물리치료,3969,4
1041,리치료사,3969,4
1042,운동요법,3969,4
1043,동요법사,3969,4
1044,전문가에,3969,4
1045,문가에게,3969,4
1046,희소식이,3969,4
1047,소식이죠,3969,4
1048,국내에서,3969,4
1049,내에서도,3969,4
1050,미국인증,3969,4
1051,학위증서,3969,4
1052,위증서를,3969,4
1053,카이로프랙,3969,5
1054,이로프랙틱,3969,5
1055,의료시장에,3969,5
1056,료시장에서,3969,5
1057,물리치료사,3969,5
1058,운동요법사,3969,5
1059,전문가에게,3969,5
1060,희소식이죠,3969,5
1061,국내에서도,3969,5
1062,학위증서를,3969,5
1063,태,3968,1
1064,원단,3968,2
1065,수량,3968,2
1066,장생,3968,2
1067,산량,3968,2
1068,량과,3968,2
1069,날자,3968,2
1070,조율,3968,2
1071,율해,3968,2
1072,일정,3968,2
1073,회신,3968,2
1074,고시,3968,2
1075,품설,3968,2
1076,능은,3968,2
1077,용시,3968,2
1078,하하,3968,2
1079,공장생,3968,3
1080,장생산,3968,3
1081,생산량,3968,3
1082,산량과,3968,3
1083,날자를,3968,3
1084,조율해,3968,3
1085,율해서,3968,3
1086,출고일,3968,3
1087,고일정,3968,3
1088,발주시,3968,3
1089,출고시,3968,3
1090,제품설,3968,3
1091,품설명,3968,3
1092,기능은,3968,3
1093,사용시,3968,3
1094,성능을,3968,3
1095,저하하,3968,3
1096,하하지,3968,3
1097,공장생산,3968,4
1098,장생산량,3968,4
1099,생산량과,3968,4
1100,조율해서,3968,4
1101,출고일정,3968,4
1102,제품설명,3968,4
1103,저하하지,3968,4
1104,공장생산량,3968,5
1105,장생산량과,3968,5
1106,크는,3960,2
1107,능합,3960,2
1108,가능합,3960,3
1109,능합니,3960,3
1110,가능합니,3960,4
1111,능합니다,3960,4
1112,가능합니다,3960,5
1113,확보,3947,2
1114,족,3942,1
1115,극,3942,1
1116,는듯,3942,2
1117,으며,3942,2
1118,높은,3942,2
1119,홈,3931,1
1120,익을,3913,2
1121,수익을,3913,3
1122,절,3901,1
1123,럽여,3895,2
1124,스를,3895,2
1125,어드,3895,2
1126,드려,3895,2
1127,려요,3895,2
1128,끈한,3895,2
1129,수없,3895,2
1130,클럽여,3895,3
1131,럽여러,3895,3
1132,레스를,3895,3
1133,풀어드,3895,3
1134,어드립,3895,3
1135,드려요,3895,3
1136,화끈한,3895,3
1137,볼수없,3895,3
1138,수없는,3895,3
1139,클럽여러,3895,4
1140,럽여러분,3895,4
1141,트레스를,3895,4
1142,풀어드립,3895,4
1143,어드립니,3895,4
1144,볼수없는,3895,4
1145,클럽여러분,3895,5
1146,스트레스를,3895,5
1147,풀어드립니,3895,5
1148,어드립니다,3895,5
1149,완전,3848,2
1150,시는,3837,2
1151,초보,3818,2
1152,속,3814,1
1153,교,3810,1
1154,겪,3755,1
1155,단이,3755,2
1156,여전,3755,2
1157,부족,3755,2
1158,사태,3755,2
1159,태를,3755,2
1160,겪고,3755,2
1161,극복,3755,2
1162,복을,3755,2
1163,각국,3755,2
1164,량은,3755,2
1165,크입,3755,2
1166,품의,3755,2
1167,질을,3755,2
1168,급에,3755,2
1169,원단이,3755,3
1170,국가들,3755,3
1171,가들은,3755,3
1172,여전히,3755,3
1173,사태를,3755,3
1174,있는듯,3755,3
1175,극복을,3755,3
1176,있다면,3755,3
1177,유하시,3755,3
1178,수량은,3755,3
1179,스크는,3755,3
1180,스크입,3755,3
1181,크입니,3755,3
1182,제품의,3755,3
1183,않으며,3755,3
1184,품질을,3755,3
1185,확보하,3755,3
1186,공급에,3755,3
1187,국가들은,3755,4
1188,공유하시,3755,4
1189,유하시고,3755,4
1190,마스크는,3755,4
1191,마스크입,3755,4
1192,스크입니,3755,4
1193,크입니다,3755,4
1194,확보하고,3755,4
1195,공유하시고,3755,5
1196,마스크입니,3755,5
1197,스크입니다,3755,5
1198,갑,3740,1
1199,런,3673,1
1200,보고,3665,2
1201,는분들이,3597,4
1202,이라,3567,2
1203,술,3535,1
1204,원하,3517,2
1205,지만,3508,2
1206,돈안,3501,2
1207,돈안들,3501,3
1208,많은,3489,2
1209,특,3486,1
1210,디서,3482,2
1211,어디서,3482,3
1212,이고,3447,2
1213,아이,3401,2
1214,두,3374,1
1215,용하,3372,2
1216,새로,3351,2
1217,람,3320,1
1218,액,3297,1
1219,서든,3296,2
1220,디서든,3296,3
1221,어디서든,3296,4
1222,어요,3289,2
1223,언제,3286,2
1224,되면,3263,2
1225,주식,3257,2
1226,글로,3248,2
1227,로벌,3248,2
1228,글로벌,3248,3
1229,달,3229,1
1230,업체,3227,2
1231,하여,3225,2
1232,템이,3224,2
1233,유저,3216,2
1234,라인,3181,2
1235,로운,3175,2
1236,지인,3154,2
1237,시면,3147,2
1238,이지,3147,2
1239,사람,3133,2
1240,드를,3131,2
1241,라고,3130,2
1242,통,3119,1
1243,충전,3091,2
1244,운영,3057,2
1245,급하,3046,2
1246,였,3043,1
1247,경험,3024,2
1248,익이,3006,2
1249,수익이,3006,3
1250,하시는,3006,3
1251,패,3005,1
1252,온,2968,1
1253,온라,2968,2
1254,온라인,2968,3
1255,새로운,2961,3
1256,로그,2956,2
1257,필,2955,1
1258,기술,2950,2
1259,워드를,2944,3
1260,록하면,2944,3
1261,키워드를,2944,4
1262,등록하면,2944,4
1263,자가,2928,2
1264,이템,2923,2
1265,아이템,2923,3
1266,올,2875,1
1267,가기,2862,2
1268,번,2842,1
1269,트로,2834,2
1270,톡,2830,1
1271,택,2828,1
1272,데요,2815,2
1273,패키,2813,2
1274,키지,2813,2
1275,패키지,2813,3
1276,전하,2793,2
1277,평,2764,1
1278,인의,2754,2
1279,지인의,2754,3
1280,업이,2736,2
1281,대학,2726,2
1282,홈페,2725,2
1283,페이,2725,2
1284,홈페이,2725,3
1285,페이지,2725,3
1286,홈페이지,2725,4
1287,어려,2698,2
1288,께,2680,1
1289,불,2679,1
1290,보니,2658,2
1291,신청,2628,2
1292,업을,2625,2
1293,없어,2616,2
1294,몇,2612,1
1295,허,2612,1
1296,깁,2599,1
1297,남깁,2599,2
